#OTU_IDs	16S_rRNA_Count
168880	3.0
1088815	2.0
168885	2.0
333248	4.0
996958	4.0
532288	3.0
532287	3.0
532285	5.0
4414820	2.0
4414821	1.0
4414822	3.0
4414823	4.0
274018	3.0
274019	3.0
4414827	3.0
4414829	2.0
274016	6.0
274010	2.0
274011	3.0
274012	6.0
274013	5.0
210791	3.0
210793	5.0
210792	2.0
275765	6.0
275764	3.0
107789	4.0
1025207	4.0
4314714	3.0
4440481	6.0
4350720	4.0
1922365	4.0
2887365	2.0
2887364	2.0
346199	9.0
4455990	1.0
116123	1.0
346193	6.0
346192	4.0
157072	5.0
346190	8.0
4475799	2.0
157077	2.0
295701	3.0
99193	3.0
295702	3.0
295705	3.0
99197	2.0
846283	10.0
4329590	5.0
4329598	3.0
278063	3.0
4314604	5.0
278064	2.0
278067	3.0
4298994	5.0
4298998	8.0
537484	3.0
303680	6.0
303683	2.0
268639	2.0
332191	2.0
303686	4.0
268635	4.0
4475797	3.0
332198	4.0
268630	3.0
2677483	7.0
268632	3.0
3321653	2.0
4317113	1.0
142774	5.0
836278	3.0
4305258	5.0
142773	2.0
142772	2.0
562683	4.0
562681	4.0
4305257	4.0
142778	6.0
562684	2.0
106723	1.0
530626	2.0
530627	2.0
1127416	2.0
183229	1.0
183224	3.0
183225	3.0
303917	3.0
183220	6.0
79194	3.0
156381	2.0
495096	5.0
725552	2.0
156382	4.0
883437	1.0
79192	1.0
4300558	2.0
607117	4.0
916224	4.0
808533	3.0
188500	3.0
4300552	2.0
4300553	2.0
4300554	5.0
4300555	7.0
4300556	6.0
4300557	2.0
1090059	4.0
3926483	7.0
3926480	1.0
301853	4.0
204272	2.0
509650	6.0
301859	3.0
196412	1.0
196416	2.0
4407397	4.0
4407394	4.0
4407395	9.0
4407390	1.0
858495	6.0
3078912	4.0
3590688	3.0
4443433	3.0
4306789	3.0
4306788	3.0
4407066	2.0
4306783	5.0
77335	2.0
4306781	3.0
4306787	3.0
4306786	3.0
4306785	3.0
552023	3.0
2741	2.0
537391	2.0
107097	3.0
107096	1.0
192524	4.0
4483161	10.0
107098	1.0
3018970	2.0
1021000	2.0
180754	3.0
4483162	10.0
594226	2.0
180752	2.0
594186	4.0
594182	3.0
181483	4.0
181480	3.0
181486	1.0
181487	7.0
4301209	4.0
4301208	4.0
4345237	3.0
4345235	3.0
4345232	2.0
4309182	4.0
4345230	1.0
606249	2.0
4345238	2.0
2480257	2.0
199947	2.0
793517	2.0
199942	2.0
1107233	1.0
1107230	2.0
3226018	2.0
1107235	2.0
145698	2.0
66766	2.0
760298	3.0
4317432	5.0
4317437	2.0
4317436	2.0
1088066	2.0
187256	1.0
425938	12.0
73076	2.0
73072	6.0
73073	4.0
184501	1.0
578207	3.0
344129	4.0
555558	3.0
555555	2.0
555553	3.0
2273917	3.0
3865949	2.0
854679	4.0
98457	4.0
536385	2.0
281220	4.0
1121031	4.0
4464246	10.0
1121032	6.0
100954	4.0
1121039	6.0
1121038	9.0
130250	3.0
4298143	6.0
4298145	10.0
51103	2.0
4302571	4.0
93356	2.0
2991101	6.0
246413	3.0
246412	2.0
246415	2.0
521988	1.0
521982	3.0
959195	2.0
515988	4.0
185679	4.0
185678	2.0
658860	1.0
515982	4.0
4392196	1.0
185676	3.0
515986	3.0
185670	3.0
135753	3.0
135755	4.0
135754	3.0
4423585	3.0
135758	5.0
249999	1.0
134409	2.0
45877	4.0
954336	4.0
83866	4.0
4419523	2.0
4384358	6.0
4384356	4.0
739207	4.0
4384352	7.0
4384353	1.0
4384351	3.0
1120344	2.0
321353	3.0
1120343	3.0
1031406	3.0
321358	1.0
1120348	2.0
4408184	1.0
4395614	1.0
4395611	5.0
748103	2.0
4395613	3.0
568025	3.0
857160	4.0
622571	2.0
568023	2.0
714004	3.0
203399	2.0
2113291	7.0
512067	3.0
512061	1.0
512063	3.0
4343828	1.0
338929	2.0
338928	1.0
338926	1.0
749476	3.0
4415180	5.0
2134035	2.0
2134036	2.0
4363346	3.0
4363347	4.0
4363341	3.0
1125831	1.0
1125832	3.0
3751503	2.0
1125837	4.0
1125836	3.0
232748	3.0
4360692	2.0
232744	2.0
171088	1.0
7662	1.0
4472833	4.0
212023	2.0
4472830	3.0
553131	2.0
212027	2.0
572783	2.0
1115805	2.0
1115801	3.0
4412602	3.0
99847	6.0
2711706	2.0
4366444	1.0
919747	7.0
4413551	2.0
3386561	3.0
1148252	2.0
40554	8.0
4367317	3.0
4385482	2.0
4413559	4.0
438388	3.0
1633126	1.0
289257	4.0
202042	2.0
202040	2.0
2942681	1.0
4462830	1.0
4462831	2.0
14478	10.0
363842	1.0
363844	4.0
363845	1.0
640043	2.0
2753727	4.0
14472	8.0
14475	8.0
628527	2.0
14476	8.0
284303	7.0
284302	2.0
585470	1.0
4380507	9.0
4380506	5.0
4380505	4.0
4380504	2.0
4380503	2.0
4380502	2.0
4380501	2.0
284308	2.0
2978669	2.0
557938	2.0
843643	3.0
843642	6.0
4452400	4.0
811598	9.0
811596	3.0
811597	4.0
811595	2.0
557935	4.0
811593	3.0
557936	1.0
1123066	5.0
322071	3.0
573443	3.0
1123062	3.0
322078	4.0
291870	1.0
3779896	5.0
1123069	4.0
573448	1.0
5618	2.0
316285	10.0
316282	4.0
2183213	4.0
652276	3.0
316281	1.0
537396	2.0
625652	3.0
38368	5.0
661973	7.0
213779	2.0
225647	1.0
213772	2.0
999737	4.0
347412	4.0
218898	2.0
578719	3.0
439036	5.0
4303968	4.0
218896	1.0
4391752	12.0
218894	2.0
2116959	6.0
2140889	2.0
719841	4.0
4421518	1.0
819746	2.0
318287	1.0
318281	5.0
318282	2.0
260508	3.0
4480618	3.0
1033446	3.0
260503	2.0
888498	3.0
260501	2.0
260500	5.0
260507	4.0
260505	1.0
225984	2.0
225985	2.0
3441895	7.0
300276	1.0
812024	5.0
812023	3.0
842113	3.0
812021	2.0
1803198	3.0
1879741	2.0
4480809	4.0
2308921	3.0
977080	2.0
339119	2.0
529452	4.0
177667	2.0
177666	4.0
177663	4.0
527762	2.0
177661	3.0
527760	4.0
510038	7.0
510034	2.0
510030	2.0
4433018	3.0
4433019	3.0
4433017	2.0
998063	3.0
110430	3.0
831213	3.0
831212	2.0
586355	3.0
586354	4.0
586351	2.0
586350	3.0
512894	5.0
512897	3.0
1146880	2.0
586359	4.0
512892	3.0
153711	6.0
2141754	5.0
2062160	3.0
706818	4.0
153716	6.0
1972501	2.0
706817	4.0
2847578	2.0
2847579	1.0
1104857	3.0
1902950	2.0
1104850	2.0
836978	9.0
4338101	3.0
836974	2.0
836972	1.0
836971	4.0
1104859	4.0
149120	1.0
149122	4.0
664226	2.0
1032713	3.0
4362240	4.0
500665	2.0
4404727	5.0
2096657	1.0
4404720	1.0
162349	3.0
518244	2.0
518245	3.0
162343	2.0
74685	3.0
767235	2.0
1113754	4.0
391447	6.0
2567868	3.0
1128186	1.0
324459	1.0
4362242	7.0
324452	2.0
324450	4.0
324456	4.0
575062	5.0
575061	1.0
1839144	3.0
936776	12.0
1136513	6.0
1136510	2.0
4484428	4.0
4329861	2.0
4329860	2.0
4329862	2.0
4311799	6.0
809676	2.0
4377464	2.0
4377468	1.0
4453064	8.0
293305	2.0
91290	7.0
367282	3.0
367283	1.0
582302	4.0
582303	1.0
254650	2.0
582305	2.0
255521	4.0
364736	3.0
1118454	6.0
4434377	3.0
4434375	3.0
716128	6.0
3398712	1.0
3398719	1.0
735769	2.0
156633	1.0
156632	1.0
156637	1.0
1072916	2.0
511455	4.0
3944861	2.0
4308646	2.0
3944863	3.0
3944862	2.0
3085264	2.0
841856	4.0
3114494	10.0
2691223	1.0
1031437	4.0
4443437	10.0
4443436	6.0
196539	1.0
4474417	1.0
4474415	2.0
179877	4.0
179879	2.0
4474419	2.0
4474418	3.0
4360866	3.0
4461220	2.0
4360865	2.0
4360869	3.0
4407408	3.0
4091435	3.0
1139267	1.0
4091430	2.0
4091432	2.0
4091433	2.0
196530	4.0
4325814	3.0
296752	3.0
4325816	4.0
4325810	3.0
4325811	3.0
4325812	3.0
296754	6.0
4310223	3.0
848358	6.0
12859	3.0
4310221	3.0
12850	3.0
12852	3.0
12854	3.0
22697	5.0
3243726	2.0
671918	3.0
671913	2.0
151369	3.0
1785533	2.0
189161	3.0
189163	4.0
1762967	2.0
1136645	3.0
111562	2.0
189168	3.0
3694342	5.0
22659	5.0
1963553	2.0
4155392	6.0
1135897	3.0
1135894	5.0
1135895	5.0
368733	4.0
1135893	2.0
368730	5.0
335983	2.0
1146841	10.0
1146840	7.0
1146847	3.0
3226568	7.0
1146849	3.0
3226561	7.0
1832866	1.0
770555	2.0
251397	5.0
425335	1.0
3339747	1.0
251395	4.0
303963	8.0
2479454	5.0
792520	2.0
194326	6.0
1014067	2.0
148056	6.0
114428	6.0
1066956	4.0
468480	5.0
732934	5.0
114426	3.0
148058	1.0
114425	3.0
46006	5.0
2078987	1.0
897935	3.0
104251	3.0
104253	2.0
536354	3.0
2812784	2.0
632577	12.0
4416768	3.0
289263	3.0
289261	6.0
110216	4.0
2186	4.0
2185	4.0
737686	2.0
167679	4.0
253589	2.0
441468	3.0
110219	1.0
533454	3.0
301188	4.0
292180	2.0
533457	5.0
533450	5.0
579497	1.0
292185	10.0
579498	7.0
579499	9.0
301184	7.0
3300262	2.0
4224600	9.0
878061	5.0
115182	2.0
3424536	5.0
1059765	2.0
222683	2.0
222680	6.0
1895960	2.0
577639	2.0
1059762	2.0
1024056	3.0
52163	4.0
52166	5.0
2857706	12.0
304604	3.0
304607	4.0
304606	4.0
758048	3.0
345541	3.0
345540	7.0
345542	1.0
2313787	2.0
345548	1.0
552386	3.0
2723414	7.0
764710	1.0
877565	9.0
810972	2.0
1999935	4.0
105929	6.0
633624	5.0
874033	5.0
1145766	2.0
1145768	3.0
1131670	1.0
4467468	3.0
279617	3.0
731245	2.0
731247	2.0
4377226	5.0
293632	5.0
578721	2.0
532326	4.0
532321	6.0
532320	3.0
293635	4.0
4347705	2.0
4303939	3.0
4303938	3.0
561070	3.0
912997	5.0
4394018	7.0
2990517	2.0
561078	2.0
1573488	2.0
1017746	3.0
298161	5.0
1063474	6.0
105927	6.0
963004	2.0
4391194	2.0
4391193	2.0
4391190	2.0
4442966	2.0
4400329	4.0
4436008	3.0
107719	6.0
346019	3.0
346011	1.0
2581027	1.0
528317	1.0
992682	4.0
528316	1.0
822103	1.0
822102	1.0
822101	2.0
822106	1.0
528314	4.0
338800	2.0
228611	3.0
197649	6.0
4456341	2.0
1099050	2.0
197643	1.0
197642	10.0
4466739	1.0
4466738	2.0
569201	2.0
569207	1.0
723021	2.0
4466734	1.0
4466736	2.0
4413029	10.0
2203624	4.0
646331	4.0
4413027	4.0
553230	4.0
553231	3.0
342665	3.0
910785	1.0
37981	2.0
562526	3.0
562523	4.0
562520	3.0
220861	2.0
220865	6.0
220866	4.0
220868	4.0
815450	2.0
815455	1.0
815454	6.0
4390245	2.0
4390247	3.0
183380	2.0
4390241	2.0
183385	3.0
183384	3.0
637010	1.0
637013	3.0
183388	2.0
4390249	1.0
470369	3.0
3189157	2.0
4397737	1.0
228671	1.0
286035	2.0
895579	7.0
1123514	6.0
825452	5.0
825454	4.0
825455	2.0
752630	2.0
225335	4.0
1049961	4.0
4344428	3.0
901585	2.0
4344420	2.0
4344421	5.0
225338	6.0
301956	5.0
301954	5.0
4310284	3.0
273830	8.0
186406	1.0
186403	6.0
273839	2.0
66040	2.0
2320125	5.0
4395541	8.0
145716	3.0
1122221	4.0
641648	3.0
1568555	3.0
1568554	3.0
101721	4.0
1568556	2.0
101727	7.0
1568553	3.0
552183	2.0
552187	5.0
552186	2.0
563698	2.0
225935	2.0
552189	4.0
4390219	5.0
563693	2.0
816909	4.0
4381925	2.0
4381923	2.0
4296628	4.0
4296629	3.0
4296626	2.0
4296627	3.0
4296624	3.0
4296625	3.0
4296622	2.0
4296623	2.0
816906	1.0
935590	2.0
642172	2.0
4410708	2.0
248796	3.0
248797	2.0
248790	10.0
248793	1.0
4390210	3.0
140294	2.0
140295	1.0
140297	2.0
140290	8.0
140293	2.0
4465419	3.0
323239	4.0
131086	2.0
131083	6.0
323233	1.0
323231	5.0
537590	6.0
903377	3.0
271401	3.0
247647	5.0
520932	4.0
520931	4.0
247644	10.0
247643	2.0
247642	2.0
247641	7.0
247640	2.0
520938	1.0
4433788	5.0
4433789	5.0
3748724	3.0
336425	2.0
336426	3.0
3748720	3.0
3748722	2.0
1107191	3.0
336429	1.0
640998	3.0
640999	4.0
4393120	2.0
983736	3.0
146876	6.0
240141	5.0
240140	3.0
537592	2.0
240142	2.0
592819	4.0
344089	3.0
344088	2.0
240149	2.0
592814	2.0
344085	3.0
4420958	7.0
592811	5.0
592812	1.0
3907731	7.0
781865	5.0
755913	4.0
378841	3.0
1543545	3.0
197675	6.0
3592149	1.0
4383783	3.0
2219943	5.0
3407361	2.0
270717	1.0
197670	1.0
270711	6.0
2645712	2.0
890291	1.0
328517	3.0
328516	5.0
1115349	2.0
2280995	4.0
320761	2.0
320763	4.0
320764	4.0
856151	5.0
200743	2.0
200746	2.0
200745	2.0
4288931	5.0
321493	3.0
321495	3.0
4430254	10.0
246593	4.0
208595	3.0
327265	3.0
327267	4.0
743976	4.0
4414137	3.0
3873498	2.0
4414138	2.0
4448008	6.0
339959	5.0
980289	2.0
628885	2.0
587310	3.0
980281	2.0
587313	2.0
584669	3.0
584668	2.0
249820	2.0
1042655	4.0
584663	1.0
4320441	4.0
324519	1.0
172234	3.0
172233	2.0
172232	6.0
524130	2.0
324511	3.0
324517	10.0
4417414	3.0
3384223	2.0
4412348	3.0
3384225	2.0
3384227	1.0
3384226	2.0
3384229	2.0
3384228	1.0
360837	1.0
3486766	6.0
1614880	2.0
4417417	5.0
1614883	2.0
2440576	2.0
4419282	10.0
582497	1.0
4366765	4.0
619060	7.0
2132789	2.0
588446	2.0
1117570	2.0
660584	6.0
203214	2.0
1110496	5.0
1110493	3.0
2065980	2.0
1110491	3.0
4399925	1.0
4468903	2.0
591739	2.0
218516	2.0
218515	4.0
4384227	7.0
4304296	2.0
4304295	2.0
646360	1.0
591731	7.0
4304292	5.0
4304291	6.0
916374	2.0
3824615	2.0
586538	2.0
4408114	6.0
2979076	2.0
471141	3.0
250053	3.0
2918684	3.0
797250	2.0
797256	2.0
250050	3.0
4321718	4.0
4321717	1.0
4332401	1.0
325643	4.0
4332406	2.0
71799	4.0
4384228	2.0
2148	4.0
3056199	3.0
517116	4.0
344021	4.0
394416	3.0
275237	5.0
123077	2.0
344284	4.0
1002866	3.0
833538	1.0
833539	5.0
667056	2.0
344286	4.0
541345	2.0
1111728	2.0
1111729	5.0
541348	3.0
438225	7.0
833535	1.0
3883048	3.0
219640	2.0
319054	2.0
549595	1.0
549596	9.0
158113	4.0
158117	2.0
708985	7.0
1549742	6.0
651885	2.0
1000645	5.0
811257	2.0
1000647	5.0
811251	3.0
782718	3.0
811253	5.0
811252	7.0
928380	3.0
811258	1.0
160843	3.0
160840	2.0
558953	2.0
558957	2.0
558955	3.0
4361688	3.0
266639	3.0
7561	4.0
625597	2.0
266633	3.0
4361680	10.0
869496	5.0
266637	3.0
4361687	6.0
4361686	2.0
2047642	2.0
4405356	2.0
4405350	9.0
4405351	9.0
4470197	1.0
4470194	2.0
4470192	3.0
4470193	2.0
4470190	3.0
4470191	3.0
13659	2.0
150347	2.0
150342	12.0
838618	5.0
153696	3.0
698570	2.0
4387344	4.0
4412558	2.0
4387347	3.0
1740498	5.0
192699	1.0
192698	4.0
1107956	2.0
192697	3.0
192696	1.0
508826	2.0
222641	3.0
155443	6.0
4014251	2.0
4316569	4.0
155447	10.0
4014255	5.0
155448	2.0
4316566	6.0
4366790	5.0
287377	4.0
257828	2.0
257829	3.0
154314	5.0
154318	2.0
257823	1.0
257820	7.0
257821	3.0
684420	6.0
257825	3.0
1129170	12.0
1129174	2.0
542064	4.0
542066	4.0
542068	2.0
3351702	3.0
222649	3.0
4404087	7.0
4404086	7.0
766423	2.0
4471245	1.0
885648	2.0
287371	5.0
576293	3.0
1681818	8.0
228683	5.0
1096637	4.0
512910	2.0
831395	4.0
512914	1.0
831393	2.0
1095801	5.0
512919	3.0
99542	3.0
99543	1.0
352967	2.0
99547	2.0
352965	3.0
99545	2.0
4452949	1.0
2101745	3.0
4381912	2.0
4381911	8.0
9179	9.0
3606083	2.0
1135141	2.0
9171	9.0
3974550	9.0
269113	8.0
269110	5.0
269117	2.0
17081	2.0
1147937	3.0
578293	3.0
578292	4.0
545499	2.0
10535	2.0
10536	2.0
182891	4.0
1888681	6.0
1138477	5.0
1888685	1.0
4384850	2.0
1109653	3.0
1109650	3.0
1130640	2.0
367320	6.0
1130646	4.0
236062	2.0
236066	3.0
1128229	3.0
1128228	1.0
1128226	4.0
1128225	2.0
21461	3.0
2500594	1.0
21464	4.0
2500597	3.0
48263	3.0
4426376	3.0
3024398	2.0
4426372	6.0
884510	5.0
4426379	4.0
4476739	3.0
272175	4.0
4292162	2.0
4285654	6.0
4355097	2.0
4355096	2.0
4355095	2.0
4355094	2.0
4453094	2.0
4355099	2.0
4355098	2.0
158922	2.0
158920	3.0
158925	5.0
158924	3.0
1136493	5.0
1136492	4.0
1136497	6.0
1136496	2.0
1136495	2.0
268244	3.0
268245	2.0
209979	3.0
209971	1.0
910880	3.0
364676	1.0
1131116	3.0
1022387	7.0
364673	6.0
2664902	1.0
291301	4.0
291303	4.0
291304	4.0
538228	3.0
364679	2.0
4313864	1.0
4313865	1.0
4313866	2.0
4313860	3.0
4313861	3.0
20333	9.0
4313863	1.0
1118393	2.0
1118395	3.0
237330	2.0
673883	2.0
237338	1.0
237339	2.0
756135	1.0
188157	3.0
4390825	3.0
4023437	7.0
3018527	3.0
188151	1.0
188150	4.0
987249	3.0
188158	5.0
74124	2.0
2609531	2.0
544449	2.0
4354326	3.0
4354325	3.0
544441	2.0
4354328	2.0
544442	3.0
544444	2.0
332408	5.0
4310512	3.0
4310516	4.0
4293619	4.0
302959	5.0
296654	1.0
4199936	3.0
729365	1.0
4199935	2.0
1015273	4.0
4199933	1.0
296659	5.0
355436	1.0
355430	3.0
929334	5.0
965179	3.0
355438	6.0
921101	4.0
846814	4.0
921105	2.0
133003	6.0
2964237	4.0
2964236	4.0
846819	4.0
89132	4.0
526439	3.0
4410097	4.0
189284	4.0
8315	6.0
189280	3.0
8311	6.0
8312	6.0
8313	6.0
1143023	3.0
1143021	3.0
189288	4.0
166469	3.0
119614	1.0
545715	2.0
4401794	7.0
545711	1.0
4336475	6.0
545719	3.0
9928	7.0
1135919	8.0
3423125	4.0
4353676	4.0
9920	7.0
9924	7.0
589714	1.0
337165	4.0
292021	10.0
925151	5.0
337160	2.0
4478929	6.0
263907	4.0
263905	4.0
2318506	5.0
4483015	4.0
4483017	3.0
715453	2.0
354744	2.0
810188	3.0
354746	2.0
354741	4.0
688082	5.0
877241	5.0
810836	3.0
810833	3.0
810831	4.0
4454843	7.0
4454841	5.0
98087	3.0
711184	5.0
1142378	6.0
153860	1.0
4408216	2.0
204629	4.0
289541	3.0
3892519	2.0
204620	2.0
204621	1.0
1142377	5.0
4396773	5.0
138926	1.0
4396779	3.0
698390	4.0
196815	4.0
578884	3.0
578885	4.0
578882	3.0
4041626	2.0
578880	4.0
329157	3.0
329151	4.0
578888	1.0
293779	3.0
962254	5.0
1128292	4.0
222729	3.0
103057	3.0
222721	6.0
222720	4.0
4296615	10.0
2775893	2.0
837089	2.0
837080	2.0
387744	2.0
387747	4.0
837083	2.0
902118	3.0
798898	2.0
1092479	7.0
188905	3.0
188906	4.0
1114729	1.0
146144	2.0
146145	3.0
146148	6.0
83414	1.0
83413	3.0
4328482	4.0
1114722	2.0
340520	3.0
1145689	2.0
340525	2.0
4467347	6.0
251403	5.0
4467345	3.0
4467342	2.0
1145687	3.0
4412231	2.0
4412230	3.0
850274	3.0
4394194	3.0
4394196	1.0
1143902	3.0
814201	7.0
814200	2.0
814208	1.0
563957	3.0
563952	3.0
809386	2.0
809387	2.0
809384	2.0
636244	1.0
563958	4.0
809380	7.0
935427	4.0
808039	2.0
4380954	1.0
4380955	1.0
808033	2.0
380218	1.0
4420901	3.0
986382	5.0
4411015	2.0
725797	1.0
564638	2.0
986389	5.0
4221693	2.0
271867	6.0
171478	2.0
525579	4.0
298198	3.0
171473	1.0
4329759	4.0
984727	5.0
4389146	2.0
1115455	2.0
1115456	4.0
226726	1.0
1115453	2.0
3318309	1.0
689669	3.0
137771	8.0
4411018	2.0
4413187	3.0
4413185	4.0
4413182	1.0
689666	1.0
4413181	8.0
342581	2.0
342582	2.0
769292	3.0
640410	3.0
815558	1.0
1095794	2.0
249363	8.0
4417355	4.0
329664	2.0
249365	2.0
249368	2.0
516464	4.0
242764	2.0
867528	3.0
287287	2.0
136561	5.0
4452877	2.0
516463	2.0
2383952	2.0
3076015	5.0
1123491	4.0
1123492	4.0
1123494	5.0
108339	3.0
108336	6.0
276037	4.0
108332	3.0
3032042	2.0
91372	1.0
526004	4.0
170706	10.0
91378	7.0
526002	3.0
1920748	3.0
334067	3.0
4370506	7.0
1920746	2.0
1920747	4.0
3525686	3.0
558818	2.0
4352493	3.0
3177046	3.0
589268	3.0
337639	2.0
726913	5.0
688133	3.0
589266	1.0
4306544	7.0
241173	4.0
4306540	6.0
858652	4.0
838365	2.0
4307630	4.0
4436560	6.0
4307632	2.0
4307633	6.0
839015	1.0
4436569	3.0
839012	2.0
4343663	2.0
4343662	3.0
4343661	3.0
4343660	2.0
522658	5.0
4343665	2.0
1931229	4.0
557845	1.0
181644	3.0
359538	5.0
181647	3.0
795504	2.0
511110	2.0
511113	2.0
511112	10.0
359531	2.0
3039746	1.0
359533	5.0
511119	3.0
511118	2.0
1116372	2.0
4378733	3.0
855586	3.0
277349	4.0
855580	5.0
4378739	9.0
4378738	7.0
277341	10.0
277340	10.0
993377	5.0
81838	2.0
270693	8.0
81831	5.0
81830	5.0
427337	3.0
81834	2.0
1857645	6.0
449311	2.0
4367989	3.0
4373859	5.0
4479109	3.0
4373856	4.0
4367987	3.0
591751	3.0
662882	3.0
947112	3.0
947117	3.0
947115	4.0
678511	2.0
1980679	4.0
4343929	1.0
326479	1.0
4449251	1.0
326473	7.0
326471	3.0
326476	2.0
326474	3.0
682965	2.0
557780	4.0
682966	6.0
628921	2.0
557787	3.0
557785	1.0
1713201	5.0
557788	3.0
1713205	7.0
1134576	3.0
4437215	2.0
4437216	2.0
4437211	6.0
4437212	2.0
4462677	2.0
358664	2.0
358660	1.0
6276	2.0
6279	2.0
523527	3.0
523520	1.0
523522	4.0
141281	2.0
141282	1.0
141284	10.0
141288	12.0
141289	3.0
2435570	10.0
808025	1.0
582758	5.0
582757	3.0
582754	6.0
835811	2.0
4080364	5.0
170629	4.0
200462	3.0
835814	3.0
993372	4.0
618275	1.0
208255	3.0
4398090	2.0
4303027	4.0
4303026	5.0
208251	2.0
208253	2.0
4331120	4.0
610043	4.0
4303029	2.0
4303028	2.0
274865	10.0
274864	2.0
274860	10.0
274862	3.0
2778127	3.0
312016	5.0
706689	1.0
312010	4.0
706682	3.0
3616117	2.0
556433	2.0
1695962	9.0
1042596	2.0
4389418	3.0
4389419	5.0
4389416	4.0
4389417	5.0
4389414	5.0
1042599	5.0
4389412	3.0
4333652	1.0
4333655	3.0
4333654	3.0
4363187	2.0
4363188	2.0
4363189	2.0
411101	6.0
1716358	3.0
182447	2.0
70322	3.0
4348634	3.0
1716354	2.0
162959	3.0
162958	2.0
4449321	4.0
518851	4.0
4280778	3.0
162955	6.0
518854	2.0
2636819	3.0
364304	6.0
4449322	6.0
1696438	4.0
1110354	3.0
1110356	2.0
4280774	1.0
611310	4.0
540770	3.0
1110359	2.0
540778	2.0
548563	2.0
4304551	2.0
4304553	3.0
548568	4.0
258069	3.0
4337739	2.0
319798	4.0
4428469	3.0
4428468	5.0
319791	4.0
1031860	3.0
319794	3.0
319796	5.0
559960	2.0
306259	4.0
4354699	4.0
4354692	1.0
559969	8.0
306254	4.0
306257	8.0
267024	1.0
267027	2.0
100457	3.0
267029	2.0
1972245	1.0
2370847	1.0
4332243	1.0
207780	2.0
207781	3.0
266777	7.0
4361765	4.0
770189	3.0
4361763	2.0
778751	9.0
139995	2.0
133099	2.0
778758	2.0
12408	4.0
663413	7.0
355188	2.0
123131	2.0
355184	5.0
733615	2.0
355186	3.0
355187	4.0
733610	4.0
1870854	3.0
635847	2.0
261726	4.0
282711	2.0
4373062	2.0
535606	1.0
4373060	3.0
4373061	5.0
239427	4.0
639281	2.0
639286	2.0
4386772	2.0
4386773	2.0
755928	2.0
193446	3.0
193448	3.0
259332	4.0
2181561	2.0
259335	3.0
583381	1.0
782699	1.0
2000753	1.0
4323969	4.0
570797	4.0
1125127	2.0
155766	1.0
571698	2.0
155763	4.0
571697	3.0
571690	3.0
571692	6.0
571693	3.0
545657	2.0
545656	2.0
545650	1.0
2047565	5.0
2047564	2.0
2200113	4.0
545658	5.0
13754	1.0
13753	1.0
13752	2.0
1097028	7.0
991785	4.0
13759	4.0
13758	4.0
3571256	3.0
3571257	3.0
956145	5.0
513965	3.0
486085	3.0
513960	2.0
732565	2.0
4470016	5.0
4470015	4.0
732562	2.0
4427709	2.0
4313548	4.0
951490	5.0
4469075	4.0
3390772	2.0
4427701	2.0
4469074	2.0
4313546	2.0
4313545	2.0
4313544	2.0
4357578	2.0
586595	2.0
586596	4.0
353910	4.0
678143	3.0
4357571	3.0
4357577	3.0
834926	9.0
834924	3.0
834925	3.0
312841	2.0
167204	3.0
2577	3.0
2574	3.0
192712	3.0
2573	3.0
192711	1.0
292551	4.0
1136913	2.0
1136910	2.0
1136911	2.0
1136916	9.0
702955	3.0
579047	4.0
579046	3.0
579049	8.0
292558	3.0
526198	2.0
754039	5.0
926157	1.0
293208	5.0
578316	1.0
293207	4.0
578315	2.0
293202	4.0
578310	4.0
578311	4.0
567011	1.0
567010	3.0
567013	4.0
17129	2.0
60401	2.0
567018	1.0
350467	4.0
1636496	6.0
350461	3.0
162188	4.0
623275	5.0
542387	3.0
4482214	5.0
4482219	2.0
162184	3.0
679171	2.0
679173	5.0
207973	2.0
3384495	2.0
259654	4.0
235212	4.0
885560	4.0
235216	5.0
1851173	1.0
118829	4.0
4420371	3.0
64234	3.0
48381	5.0
4157	1.0
1145331	2.0
4154	1.0
1145338	2.0
4356220	1.0
270723	3.0
152688	3.0
152689	2.0
1111525	2.0
1111520	6.0
3218245	5.0
4470972	3.0
414839	1.0
927202	3.0
10471	3.0
1111522	2.0
10473	3.0
10472	3.0
95608	6.0
202104	2.0
636733	2.0
357115	1.0
560544	2.0
560545	3.0
357111	1.0
560543	2.0
105077	2.0
1111781	6.0
236747	2.0
236740	3.0
840334	1.0
163270	5.0
163274	5.0
4390610	2.0
4390611	2.0
4390616	2.0
1130910	5.0
3866890	2.0
847644	2.0
847647	5.0
4459234	3.0
426772	4.0
4459230	3.0
3322190	2.0
673925	2.0
642710	3.0
673926	5.0
147568	1.0
158682	4.0
147567	2.0
147566	4.0
144038	2.0
273400	10.0
273401	6.0
273405	5.0
14750	8.0
532994	8.0
532995	2.0
144034	3.0
532993	3.0
144037	2.0
329697	2.0
717442	3.0
209838	1.0
5589	2.0
209833	1.0
209831	2.0
964187	3.0
851031	10.0
513221	4.0
649554	2.0
164727	2.0
3091407	2.0
329690	2.0
184990	3.0
315643	4.0
3788816	2.0
3627260	1.0
630198	1.0
813429	1.0
3627262	2.0
846991	8.0
846997	1.0
138506	3.0
2172299	3.0
4344856	3.0
1030148	7.0
924162	6.0
50582	2.0
2724733	7.0
525464	1.0
1030147	1.0
4350815	4.0
811237	6.0
3244303	2.0
4406197	5.0
266984	2.0
4406195	4.0
696181	2.0
