#OTU_IDs	16S_rRNA_Count
4397075	2.0
4397074	6.0
314608	3.0
4344902	3.0
4402293	5.0
544412	5.0
4402298	3.0
647760	2.0
4344909	4.0
844069	4.0
544419	5.0
4354370	2.0
333802	5.0
333804	3.0
333807	1.0
978100	3.0
145213	2.0
145217	2.0
105219	2.0
535518	2.0
2734217	2.0
2734214	10.0
2734215	2.0
1072787	2.0
343876	5.0
529994	1.0
343874	2.0
1037516	5.0
355444	3.0
355440	3.0
527958	1.0
4331067	3.0
1884908	3.0
334143	2.0
2456425	6.0
4410062	3.0
4465910	5.0
4409111	7.0
4409117	4.0
4409114	3.0
4409115	3.0
205124	4.0
4465919	2.0
2397599	3.0
205122	2.0
292074	2.0
292075	4.0
292073	1.0
4400478	2.0
1046116	4.0
328254	3.0
328255	5.0
328257	6.0
4400473	10.0
292078	2.0
292079	2.0
240619	2.0
525032	4.0
4032754	2.0
142978	3.0
223021	10.0
223020	5.0
142975	6.0
223024	5.0
142970	2.0
3205243	2.0
592350	1.0
991242	2.0
592922	4.0
836788	4.0
836780	9.0
836783	10.0
1753255	3.0
874275	4.0
810889	2.0
810888	10.0
810886	2.0
905417	4.0
436714	7.0
810883	7.0
810882	2.0
441375	7.0
141442	4.0
4454813	2.0
141446	2.0
141447	6.0
645317	2.0
4454818	9.0
141449	1.0
1117222	6.0
1142388	3.0
250708	2.0
4408242	3.0
270059	4.0
4408249	2.0
1142381	2.0
4325392	3.0
250701	2.0
270051	3.0
250705	2.0
755864	2.0
666576	3.0
4411732	7.0
4395292	2.0
329124	2.0
329127	4.0
2759179	5.0
794468	7.0
2822651	2.0
222775	2.0
222773	3.0
521501	2.0
521502	5.0
4337866	2.0
358610	2.0
610803	3.0
342303	1.0
4337868	5.0
809339	2.0
342306	3.0
1056123	5.0
313398	6.0
208409	3.0
313390	3.0
313396	4.0
208402	3.0
208403	2.0
710226	1.0
710222	3.0
183626	4.0
710220	2.0
440021	3.0
172972	5.0
188974	3.0
102768	5.0
188971	6.0
617734	2.0
188973	3.0
1114754	2.0
4415674	2.0
102760	2.0
4328457	2.0
102764	6.0
4328454	5.0
3045432	1.0
662009	9.0
1115481	10.0
27815	5.0
234964	3.0
4412282	1.0
4412283	3.0
249309	4.0
275535	3.0
275536	1.0
945171	3.0
275533	1.0
814257	2.0
814254	3.0
814252	9.0
275539	2.0
1113256	3.0
433676	4.0
204889	1.0
517764	5.0
611163	2.0
183094	1.0
183093	3.0
1110508	1.0
517763	2.0
648274	3.0
517769	3.0
1110503	3.0
40718	3.0
725727	4.0
325924	6.0
550415	5.0
171409	2.0
1011408	4.0
3492861	6.0
171401	1.0
171403	3.0
171402	2.0
276013	3.0
1010753	12.0
192447	1.0
334338	4.0
334339	4.0
1054751	4.0
588162	5.0
334330	1.0
588161	2.0
334336	3.0
334337	1.0
588164	4.0
334335	6.0
1960515	2.0
4305044	2.0
4173596	2.0
4439865	1.0
4439864	1.0
4439867	1.0
4439860	2.0
4439863	3.0
4306533	2.0
838314	2.0
4439869	5.0
4439868	3.0
838313	1.0
108318	2.0
4421998	3.0
4342561	3.0
4342567	1.0
4342568	1.0
4421995	2.0
4421996	3.0
4421997	3.0
516417	3.0
811919	6.0
180540	4.0
516410	2.0
811912	5.0
1111675	4.0
622384	3.0
811916	1.0
4453100	3.0
811915	4.0
4023879	2.0
4379034	3.0
276044	5.0
1018588	2.0
276046	3.0
276042	1.0
4378783	1.0
1920715	2.0
4378781	3.0
3516228	8.0
4472238	3.0
3785404	4.0
4378785	2.0
4378788	2.0
4378789	2.0
277396	3.0
277395	3.0
4411186	10.0
4370558	4.0
4370555	3.0
1109395	5.0
4370551	6.0
558848	5.0
4342967	4.0
558845	1.0
4303093	2.0
3837248	2.0
554282	3.0
184991	3.0
4375008	2.0
4375009	4.0
4375007	4.0
554288	3.0
554289	6.0
1004511	3.0
4375000	6.0
13522	3.0
1133077	1.0
4463572	4.0
4463573	4.0
4463574	3.0
4463575	4.0
4436512	1.0
4322971	7.0
4463579	4.0
397470	3.0
3230114	2.0
397474	5.0
359566	2.0
4380749	4.0
248483	2.0
248484	10.0
248485	2.0
1012112	2.0
522624	3.0
522627	4.0
140180	4.0
140183	3.0
140185	4.0
181633	3.0
140189	4.0
3418337	7.0
138608	12.0
172918	4.0
799196	2.0
4473544	2.0
4473545	2.0
4473547	2.0
4473542	1.0
4302324	5.0
128637	2.0
3769664	2.0
613543	1.0
4367957	8.0
4367956	2.0
4367954	7.0
172910	2.0
944435	3.0
2100539	1.0
48548	2.0
4476079	2.0
4476078	3.0
48540	2.0
646411	3.0
4476071	2.0
246683	4.0
233677	3.0
352489	4.0
752311	4.0
1116183	2.0
4338580	2.0
4338582	2.0
557734	2.0
352480	5.0
352481	5.0
304801	2.0
4388312	4.0
352485	3.0
352486	7.0
4388311	3.0
4330353	2.0
4462627	5.0
4330358	2.0
6222	3.0
6223	3.0
4431853	9.0
745431	6.0
6229	3.0
4372586	2.0
161459	4.0
70352	3.0
185281	1.0
161453	6.0
161450	2.0
161457	4.0
449595	7.0
519755	4.0
329940	2.0
367606	2.0
367605	2.0
2780070	4.0
367600	6.0
4307482	6.0
4470898	1.0
543273	4.0
543272	2.0
543271	3.0
2788682	1.0
4470892	2.0
1109354	3.0
4470890	1.0
4470897	2.0
4470896	2.0
543279	2.0
4470894	1.0
661526	3.0
3019790	2.0
4326504	6.0
465757	3.0
108563	3.0
231844	3.0
4429360	5.0
174590	3.0
4429366	6.0
174593	1.0
546572	2.0
4355598	3.0
4355599	5.0
556466	2.0
556468	3.0
89662	1.0
546579	3.0
948863	3.0
4355594	3.0
310864	3.0
310867	4.0
169628	4.0
169629	10.0
310862	2.0
310863	3.0
169624	2.0
169627	2.0
310869	4.0
169622	1.0
322497	3.0
267078	3.0
267077	3.0
3526742	4.0
4407889	3.0
4195019	2.0
267073	4.0
3526747	2.0
395690	2.0
518809	2.0
849483	10.0
395698	3.0
518801	7.0
162903	7.0
162905	1.0
162906	2.0
3108066	4.0
868676	3.0
538509	2.0
122231	4.0
730315	6.0
356486	3.0
868678	3.0
356481	3.0
356482	3.0
807200	2.0
938332	3.0
238327	3.0
238323	2.0
238328	2.0
258039	2.0
190943	1.0
549683	2.0
1875986	7.0
190947	7.0
190946	3.0
549688	2.0
190948	1.0
258032	5.0
258034	5.0
707529	7.0
397444	4.0
4310810	4.0
2137117	4.0
547223	1.0
4310814	1.0
4310816	3.0
1147718	3.0
788224	2.0
3651487	3.0
4353338	2.0
1146449	2.0
1146448	2.0
572394	5.0
572391	3.0
1146441	2.0
572393	10.0
544557	5.0
1720946	2.0
544554	1.0
4308825	3.0
4308826	4.0
968310	5.0
126800	5.0
2743528	2.0
970742	9.0
544559	3.0
12457	5.0
12456	5.0
12451	4.0
296358	7.0
296357	4.0
296356	5.0
296353	5.0
4435477	1.0
733664	3.0
64245	1.0
1140290	6.0
1061020	2.0
1140293	2.0
354228	2.0
1066559	3.0
922151	5.0
3166646	2.0
1036155	5.0
354223	1.0
354220	4.0
1036151	4.0
354224	1.0
354225	6.0
581091	3.0
581090	5.0
581093	2.0
581094	1.0
4322924	1.0
581099	5.0
240680	5.0
608929	5.0
708876	3.0
1026435	3.0
1026431	3.0
4322921	3.0
807206	2.0
166101	3.0
193411	1.0
3364143	6.0
4160806	3.0
128050	8.0
1136940	1.0
577440	7.0
1136945	4.0
128052	2.0
292508	5.0
825158	2.0
292506	5.0
579014	6.0
292502	4.0
579010	3.0
4437495	1.0
351768	4.0
351769	2.0
2400246	3.0
16223	10.0
16227	10.0
624776	2.0
624771	2.0
545683	2.0
4378997	2.0
128058	5.0
3232988	2.0
119789	3.0
1097071	4.0
810572	2.0
2313308	9.0
4419117	2.0
4026410	5.0
826233	5.0
2313300	1.0
353946	4.0
353947	3.0
923286	5.0
353945	5.0
353942	1.0
830725	5.0
998611	2.0
4294672	3.0
73039	5.0
4294676	5.0
2420	3.0
1142632	4.0
1142633	3.0
1142634	3.0
1142635	2.0
4357521	3.0
4357520	3.0
312835	6.0
260790	6.0
260796	2.0
4341018	3.0
312833	4.0
2508	3.0
4365146	2.0
4365147	2.0
167277	2.0
4365145	1.0
4365143	3.0
153586	1.0
4365141	4.0
4465154	2.0
517707	2.0
838559	1.0
897002	4.0
17177	2.0
52561	6.0
583037	3.0
52562	5.0
645011	1.0
2616885	2.0
1062709	4.0
1062704	10.0
4421751	1.0
567042	3.0
567040	6.0
897007	5.0
623204	10.0
611360	3.0
1052809	3.0
2080339	5.0
1052804	4.0
518073	2.0
518072	3.0
1052801	2.0
623208	2.0
162176	2.0
536910	4.0
104811	2.0
536916	3.0
536917	2.0
536914	3.0
3177686	3.0
840347	3.0
685380	5.0
4426894	4.0
1110560	3.0
4257463	1.0
4426892	1.0
212686	4.0
4426893	2.0
1145363	2.0
272701	3.0
4298497	5.0
272705	3.0
272708	2.0
3584703	5.0
147536	4.0
303363	3.0
4399854	3.0
824402	1.0
710141	3.0
4399853	3.0
2532909	4.0
613738	9.0
850731	4.0
163227	7.0
804911	1.0
804913	2.0
275085	2.0
275081	4.0
275082	1.0
4478071	3.0
1934746	2.0
1780828	3.0
1034142	3.0
4388533	10.0
4390642	4.0
4390646	4.0
591642	10.0
922900	3.0
4361145	7.0
447099	4.0
845272	4.0
845273	3.0
1031648	5.0
2183908	4.0
727176	3.0
366401	7.0
1031644	4.0
2183907	2.0
67796	2.0
67797	2.0
893178	5.0
67795	3.0
67793	3.0
67790	3.0
67791	3.0
532927	1.0
532922	4.0
532921	1.0
67799	2.0
335301	4.0
676224	3.0
4407694	3.0
209883	2.0
953685	2.0
851069	4.0
815057	2.0
4278267	2.0
590239	4.0
590233	8.0
4204323	2.0
590236	3.0
815059	6.0
815058	2.0
80143	3.0
182638	2.0
511706	3.0
593760	4.0
182637	3.0
182630	1.0
182631	1.0
182632	4.0
182633	4.0
588202	3.0
588201	2.0
4337586	6.0
588205	1.0
326411	5.0
543014	4.0
1039477	5.0
151517	2.0
4260701	2.0
919293	4.0
4449279	4.0
145397	2.0
145392	5.0
145393	4.0
2194880	2.0
145398	2.0
4455845	3.0
4455844	6.0
266959	2.0
2088964	3.0
266952	8.0
266950	3.0
266956	3.0
4406123	2.0
266955	4.0
70930	7.0
1692229	2.0
592499	4.0
327327	3.0
183948	1.0
431342	3.0
592491	2.0
167008	4.0
183940	1.0
183943	3.0
104023	3.0
104021	4.0
4343149	1.0
536125	3.0
104024	2.0
589151	2.0
104029	3.0
589155	1.0
205083	6.0
594265	4.0
4409095	3.0
4409094	2.0
277626	5.0
253356	12.0
140611	4.0
277628	6.0
617469	1.0
140614	3.0
740378	4.0
270393	4.0
270391	3.0
309146	1.0
270396	3.0
309143	7.0
270398	3.0
701392	3.0
393069	4.0
3848104	2.0
328194	1.0
74278	3.0
2357381	2.0
1645932	2.0
128382	3.0
128383	4.0
947418	4.0
279326	2.0
553831	2.0
1005952	4.0
3071837	3.0
407365	4.0
638858	2.0
867922	5.0
557145	2.0
314743	2.0
1013705	3.0
557146	10.0
549520	2.0
314746	2.0
314749	2.0
937954	3.0
4367810	4.0
4367817	3.0
173903	3.0
173900	3.0
173906	1.0
523807	1.0
173904	1.0
849440	2.0
905599	4.0
523808	4.0
173909	3.0
105370	2.0
105372	2.0
535473	2.0
535477	7.0
535479	4.0
4398257	2.0
4398254	2.0
1818342	2.0
187917	3.0
1129361	3.0
187910	4.0
187911	1.0
4439806	2.0
239249	6.0
1112406	1.0
4439803	5.0
1112402	5.0
4330322	5.0
1112401	5.0
4329237	2.0
4330324	6.0
548241	7.0
548246	2.0
3089251	1.0
4389357	2.0
3609950	2.0
4330326	4.0
610150	5.0
4389359	2.0
4389358	2.0
848718	5.0
313216	4.0
313217	1.0
313213	1.0
1129362	9.0
2611121	9.0
15829	1.0
440184	5.0
76576	6.0
4368782	1.0
3504555	4.0
917605	10.0
2283274	7.0
296396	5.0
779527	9.0
3147617	2.0
690395	3.0
4173414	4.0
3714818	3.0
620097	3.0
831450	4.0
3791955	3.0
1126008	1.0
230687	2.0
549113	1.0
4045633	4.0
4045632	3.0
4045631	3.0
4045630	2.0
4341178	1.0
1040889	3.0
367631	1.0
4341171	2.0
4341170	10.0
4341173	3.0
4341172	2.0
611288	1.0
4341174	2.0
4341177	2.0
4341176	2.0
822392	8.0
822391	3.0
822396	4.0
822394	5.0
822399	1.0
183116	3.0
183117	3.0
183114	3.0
183115	3.0
4361205	10.0
370225	3.0
825621	9.0
370227	2.0
4361201	1.0
825625	6.0
4420082	7.0
370229	2.0
4369432	1.0
4318724	4.0
4318725	6.0
4369436	5.0
4369437	3.0
4369434	3.0
1111078	3.0
3156490	2.0
328945	2.0
328946	4.0
159712	6.0
4460166	2.0
200911	1.0
159711	6.0
838297	2.0
239307	1.0
494971	3.0
239300	1.0
2805447	9.0
313367	4.0
1132264	2.0
2713640	4.0
231151	4.0
4044582	1.0
231154	3.0
287197	4.0
590999	2.0
319706	2.0
4342483	3.0
228029	3.0
286244	2.0
286246	2.0
286248	9.0
217314	9.0
88072	2.0
583960	2.0
583967	2.0
583964	4.0
255756	2.0
3749794	2.0
4366964	4.0
4366969	3.0
4366968	3.0
545917	3.0
545912	2.0
4470510	3.0
245970	10.0
4470516	2.0
244184	1.0
4005150	1.0
244188	2.0
4470518	5.0
4470519	2.0
4471647	5.0
245974	2.0
2256425	4.0
829623	1.0
818536	2.0
818534	5.0
219803	3.0
818538	3.0
837290	4.0
219804	6.0
554328	4.0
12136	5.0
554322	2.0
554327	4.0
554326	10.0
2250237	8.0
90452	2.0
3778080	5.0
3778081	5.0
90457	3.0
90456	2.0
90455	3.0
160201	2.0
160200	3.0
160203	3.0
160204	6.0
293920	2.0
135427	5.0
135426	4.0
135425	4.0
135424	3.0
184908	6.0
119938	2.0
1772340	3.0
585081	3.0
320553	6.0
320557	3.0
315579	2.0
320558	6.0
3567743	3.0
211906	8.0
932045	2.0
1129577	1.0
884995	6.0
513086	4.0
513081	2.0
513080	5.0
931533	2.0
513082	2.0
2140525	2.0
175563	3.0
175560	4.0
246769	5.0
246767	9.0
246763	12.0
4356943	2.0
557673	3.0
4356947	4.0
4356948	5.0
307395	1.0
352560	2.0
168032	2.0
549968	4.0
820701	3.0
168031	4.0
2254709	2.0
168037	4.0
549961	2.0
820709	3.0
4444570	4.0
4429359	2.0
169787	1.0
169786	4.0
708534	2.0
1863664	2.0
587690	10.0
2658750	3.0
161556	2.0
161557	2.0
161555	2.0
161553	6.0
3448648	6.0
539574	2.0
718100	2.0
539570	2.0
718105	5.0
539572	3.0
321601	2.0
4371597	5.0
785925	2.0
321606	2.0
948830	7.0
4442864	2.0
4442863	3.0
4442862	3.0
4442861	3.0
4442860	4.0
847323	5.0
4460686	6.0
164006	3.0
164003	4.0
860508	4.0
380888	10.0
191977	4.0
191975	6.0
191974	6.0
191973	4.0
4447987	7.0
512350	7.0
512351	4.0
824305	1.0
191979	4.0
4447980	3.0
1028956	2.0
1028953	2.0
312030	3.0
546436	5.0
546437	3.0
546434	4.0
584437	4.0
546433	4.0
4355419	11.0
584433	4.0
4355416	7.0
4238419	3.0
584439	5.0
1144348	9.0
4310995	5.0
322429	8.0
585746	3.0
532493	5.0
284650	8.0
532491	4.0
284659	3.0
257625	4.0
257626	4.0
257620	2.0
503342	5.0
111154	2.0
1144093	2.0
1109913	2.0
526800	5.0
291784	1.0
291787	3.0
291786	6.0
291781	4.0
526803	4.0
154953	2.0
359930	1.0
820520	4.0
1141440	10.0
1060237	4.0
1141444	10.0
1060234	3.0
2472603	5.0
818034	4.0
1736816	3.0
3167496	2.0
816219	10.0
129820	3.0
1140318	2.0
1037129	5.0
245443	2.0
3248323	4.0
1720	2.0
1148127	2.0
216941	2.0
4443627	1.0
4446636	2.0
4446637	4.0
609953	2.0
1103065	1.0
3445938	3.0
4402668	2.0
4402665	2.0
4402667	2.0
3445936	3.0
310898	3.0
13581	3.0
4401317	3.0
4401310	2.0
4401312	3.0
4327574	1.0
4475481	3.0
1008002	5.0
843318	2.0
2296373	3.0
4475488	3.0
2296376	4.0
4320381	2.0
2296375	2.0
4379927	8.0
807348	3.0
238910	2.0
807344	6.0
1124563	2.0
4379928	5.0
807342	7.0
570872	6.0
493391	3.0
570877	3.0
570875	4.0
625307	1.0
1942205	4.0
1036290	4.0
518872	3.0
817168	6.0
4297846	9.0
999046	6.0
3633129	1.0
581115	2.0
581116	2.0
581117	8.0
382220	3.0
536492	4.0
104591	4.0
536497	1.0
536496	4.0
1102339	2.0
253621	2.0
253622	2.0
1105814	4.0
1105816	6.0
1105811	3.0
1105813	3.0
153467	2.0
153466	4.0
153465	5.0
153462	1.0
330979	2.0
763170	8.0
330971	3.0
3848697	3.0
2367514	1.0
566294	6.0
4324006	2.0
566297	2.0
566290	2.0
1139901	3.0
1139903	3.0
571589	5.0
566298	3.0
201735	2.0
4405146	4.0
806439	2.0
1077986	1.0
761992	3.0
806430	2.0
806433	3.0
806432	6.0
682752	3.0
1133273	2.0
4404230	2.0
4404231	2.0
386833	3.0
929935	6.0
1013099	4.0
671497	9.0
1106543	2.0
1106540	2.0
802883	4.0
1106547	2.0
4441910	3.0
1106545	2.0
239453	2.0
830798	1.0
265152	2.0
265150	3.0
265156	3.0
265155	2.0
772232	3.0
141811	4.0
141810	2.0
586467	4.0
141815	2.0
141816	1.0
4357487	2.0
9727	3.0
251082	3.0
830578	4.0
4345444	2.0
4328802	2.0
4328803	9.0
534234	2.0
4345443	1.0
251089	3.0
269780	1.0
269781	2.0
4454172	3.0
394316	3.0
271352	5.0
271353	3.0
271354	3.0
830793	4.0
271356	2.0
791738	2.0
302718	6.0
333407	3.0
1834768	3.0
274653	2.0
350592	2.0
274651	2.0
350594	1.0
350595	6.0
350596	2.0
350599	1.0
830573	3.0
344770	5.0
344772	4.0
207104	3.0
767104	1.0
767102	2.0
531773	4.0
531772	6.0
531776	1.0
531775	3.0
884762	2.0
1037917	3.0
2077925	1.0
941739	8.0
575855	2.0
4464450	3.0
4464455	3.0
533951	2.0
533950	3.0
107608	3.0
958208	3.0
575851	3.0
533959	6.0
4346931	2.0
4346932	2.0
268433	2.0
4301884	7.0
4301887	3.0
303445	3.0
268437	12.0
268436	1.0
268434	4.0
234531	2.0
268438	5.0
303448	2.0
4469655	2.0
572802	7.0
572803	6.0
4340199	3.0
572807	2.0
4305412	7.0
4305416	1.0
4305417	5.0
590377	1.0
590374	2.0
590372	6.0
823121	2.0
590371	2.0
4334953	3.0
4334952	3.0
1118103	3.0
4334957	5.0
1127256	2.0
1118109	3.0
299542	1.0
1127258	1.0
374503	3.0
1129618	4.0
530420	4.0
106521	3.0
106522	4.0
4469653	2.0
495255	5.0
495253	3.0
258048	2.0
156146	4.0
156145	1.0
347085	4.0
347082	2.0
646051	5.0
4198891	3.0
825399	2.0
616271	4.0
1964311	9.0
825396	2.0
282775	6.0
446480	2.0
4314425	7.0
181589	5.0
300487	10.0
607352	3.0
4467905	4.0
300486	4.0
30929	7.0
1147861	3.0
4454616	3.0
3097543	5.0
748715	3.0
614695	11.0
4407154	3.0
681473	3.0
4407150	3.0
988707	10.0
4407152	2.0
267968	3.0
267969	2.0
369827	4.0
4386989	1.0
952694	4.0
4306145	3.0
1051638	4.0
721569	4.0
4306148	2.0
563390	3.0
1015007	3.0
4342131	2.0
4342132	6.0
4342133	2.0
4342138	2.0
4402944	4.0
180112	3.0
180110	2.0
584344	3.0
180119	1.0
180118	3.0
181240	3.0
181241	9.0
364536	1.0
181246	3.0
55534	2.0
181249	3.0
131364	2.0
22164	2.0
881932	4.0
754362	4.0
189478	3.0
189477	4.0
189476	2.0
231011	1.0
189474	1.0
189473	4.0
1641741	5.0
77443	2.0
1107435	2.0
2269609	2.0
77444	3.0
1107439	6.0
2258511	2.0
77449	6.0
881936	2.0
615569	5.0
4317239	3.0
4317238	3.0
3320062	1.0
219397	1.0
4427993	4.0
219398	2.0
2845561	2.0
4427995	2.0
1014354	2.0
653145	2.0
184747	1.0
184745	2.0
1004962	3.0
315379	3.0
203918	3.0
4463108	6.0
442482	3.0
267046	3.0
726034	2.0
555318	3.0
203917	10.0
4463100	3.0
4463102	9.0
744710	2.0
744717	2.0
4399006	3.0
4399009	3.0
888876	5.0
4326951	8.0
4383467	2.0
98216	3.0
4326955	3.0
4383463	4.0
4326959	2.0
4383469	2.0
352468	5.0
322625	4.0
204497	6.0
557756	3.0
547250	5.0
4356889	4.0
810158	3.0
204499	2.0
130015	9.0
130017	3.0
547252	10.0
3503136	5.0
130010	6.0
4151704	2.0
3503139	2.0
1529190	7.0
4298305	7.0
4346168	2.0
4151701	2.0
4346160	4.0
4346165	3.0
4346164	4.0
4151703	2.0
557759	3.0
3024888	3.0
715418	5.0
212427	2.0
976319	6.0
4424862	2.0
976316	5.0
2146495	7.0
976312	3.0
3608969	2.0
4388720	4.0
4388727	2.0
307989	2.0
704236	2.0
135997	2.0
135996	4.0
4000725	5.0
135993	6.0
694017	3.0
135990	5.0
2650345	7.0
820272	4.0
820277	3.0
135999	1.0
820274	4.0
453710	4.0
4363508	3.0
659933	5.0
2714244	2.0
2714240	2.0
4384115	5.0
4384113	3.0
3383615	2.0
3383614	2.0
323974	3.0
4299538	3.0
3843946	2.0
3843947	2.0
693749	1.0
4467178	2.0
3502662	4.0
321191	6.0
4467173	2.0
916855	2.0
321195	3.0
321196	2.0
321197	1.0
1017077	4.0
4412049	5.0
4449816	4.0
4449815	7.0
569178	3.0
4449819	4.0
4449818	3.0
698023	2.0
1047401	2.0
1047406	5.0
548168	3.0
3332696	5.0
1047409	4.0
548165	7.0
831824	3.0
831825	6.0
831826	2.0
548161	4.0
353982	4.0
975668	2.0
776186	5.0
174143	1.0
174142	2.0
174141	5.0
174147	1.0
174146	3.0
4429736	3.0
1886772	5.0
584184	1.0
3238928	2.0
1124909	2.0
229230	1.0
4030375	5.0
1124902	2.0
4030370	3.0
44941	4.0
44942	2.0
1132137	2.0
4418693	2.0
4418692	2.0
4418691	2.0
4418690	9.0
574770	2.0
4418696	2.0
574772	2.0
4418694	2.0
4368628	2.0
1115641	1.0
1115643	3.0
1579550	2.0
4368621	4.0
4319357	2.0
4368625	2.0
4319352	2.0
245599	2.0
690212	3.0
272871	3.0
272872	3.0
4466220	2.0
272878	3.0
272879	4.0
4413314	3.0
238776	3.0
327900	1.0
238772	3.0
620118	3.0
806400	2.0
4240753	3.0
1885480	1.0
4428062	3.0
4373045	8.0
949136	4.0
4323475	3.0
4323476	3.0
4323477	7.0
4323478	4.0
4320928	5.0
4320924	1.0
178364	4.0
825981	2.0
287013	6.0
2257189	2.0
825989	7.0
4369576	4.0
89269	2.0
573209	2.0
573208	1.0
545766	6.0
582913	4.0
4326182	2.0
978950	2.0
225004	4.0
835259	2.0
225006	2.0
245132	3.0
978958	2.0
835257	1.0
835254	1.0
660824	3.0
4470494	3.0
4470493	3.0
660821	3.0
4470490	2.0
832702	2.0
832706	2.0
2457128	7.0
121928	2.0
176935	3.0
581460	2.0
581462	3.0
581463	4.0
593859	9.0
4364628	3.0
593852	2.0
593853	2.0
593854	3.0
1033687	4.0
656878	3.0
260345	1.0
322030	2.0
240419	2.0
260346	1.0
240410	2.0
842352	2.0
163494	1.0
292955	4.0
292956	4.0
88136	1.0
88130	2.0
323107	2.0
323106	1.0
510233	3.0
510231	4.0
235691	2.0
510235	2.0
671300	2.0
180838	7.0
235699	2.0
235698	1.0
4427384	2.0
4427383	2.0
4427382	2.0
1139829	1.0
176178	4.0
930942	3.0
4357974	1.0
4357975	3.0
4357972	9.0
4357973	3.0
283816	3.0
176171	4.0
176172	3.0
176173	3.0
176174	3.0
176175	6.0
4357978	3.0
4357979	3.0
20833	4.0
829188	10.0
3199060	10.0
306816	3.0
548959	1.0
586114	1.0
829186	4.0
586110	8.0
2365577	3.0
586112	2.0
152204	2.0
2412816	2.0
368141	2.0
368142	1.0
149727	2.0
149725	3.0
929068	6.0
149723	6.0
4374398	2.0
578362	2.0
4374397	3.0
967290	5.0
664028	1.0
1029720	6.0
1029727	2.0
320456	4.0
518407	3.0
162503	3.0
587602	4.0
350862	4.0
350865	6.0
320458	5.0
2460930	3.0
10400	2.0
163677	5.0
300267	1.0
102039	2.0
793004	2.0
513760	2.0
4403079	3.0
513767	3.0
2129995	2.0
10404	3.0
4403075	2.0
1689545	2.0
4325292	3.0
2718033	2.0
4325290	2.0
4325291	3.0
775076	4.0
4325294	3.0
2518417	4.0
4325299	6.0
1087565	4.0
149265	8.0
175480	1.0
175483	3.0
175485	5.0
175487	5.0
2666889	4.0
2666883	4.0
1133675	3.0
4477388	2.0
1042301	3.0
841653	5.0
4477386	6.0
824834	1.0
256038	1.0
155963	2.0
3536	2.0
155965	3.0
824833	3.0
155967	3.0
824839	3.0
256034	1.0
4301712	2.0
1109984	3.0
266540	10.0
4309520	5.0
4309527	5.0
1141764	4.0
4343528	4.0
3222177	2.0
3222174	2.0
3222175	2.0
4482853	2.0
3222178	2.0
4059969	2.0
2857130	5.0
1141768	7.0
1118699	2.0
1118690	2.0
1118692	3.0
792754	2.0
4478000	2.0
546515	5.0
4447826	3.0
4478003	1.0
156433	4.0
156432	4.0
285662	6.0
319986	4.0
156438	3.0
4285595	2.0
263066	1.0
1108045	1.0
1130117	3.0
1108040	4.0
1108043	2.0
1108042	4.0
1317	2.0
319501	2.0
319502	3.0
319503	4.0
319505	2.0
319506	4.0
319507	1.0
319508	8.0
319509	2.0
319983	5.0
369894	2.0
236730	2.0
4294838	4.0
4294835	7.0
4294834	4.0
1137409	2.0
59259	4.0
1105598	2.0
1105595	3.0
1105596	2.0
1105597	3.0
1137406	3.0
1105592	2.0
1105593	3.0
1075288	4.0
750426	5.0
1075283	4.0
266508	3.0
570933	3.0
4359975	3.0
266503	3.0
266502	2.0
4359972	3.0
1023134	4.0
977226	5.0
196154	5.0
4343529	5.0
142013	3.0
1023139	2.0
532158	4.0
748412	4.0
2345835	2.0
957080	5.0
957083	4.0
1119560	4.0
107948	1.0
1119563	6.0
1119566	4.0
977222	2.0
1103748	3.0
541617	4.0
4426421	3.0
541615	1.0
541614	3.0
541612	4.0
541611	4.0
617036	3.0
253786	3.0
253782	6.0
11130	3.0
331902	3.0
331906	1.0
4401294	3.0
227957	4.0
22419	4.0
227959	1.0
2095580	4.0
368531	5.0
829754	6.0
1938804	10.0
952107	2.0
160594	2.0
425130	5.0
4353932	4.0
4475522	7.0
4475523	6.0
1146685	3.0
4475526	2.0
4475527	2.0
4316074	7.0
4316075	7.0
3083675	3.0
1107530	2.0
1107531	3.0
1107532	2.0
1107534	3.0
1107537	3.0
1107538	1.0
536025	2.0
683367	2.0
114620	6.0
114621	3.0
114622	6.0
114623	2.0
114624	2.0
1066793	3.0
114629	2.0
922790	3.0
536518	5.0
104416	3.0
536517	2.0
104415	3.0
104410	7.0
4344213	5.0
141995	1.0
141996	3.0
307918	3.0
294536	3.0
141998	5.0
141999	3.0
4037788	3.0
186237	4.0
186233	5.0
186238	3.0
753309	2.0
3735022	2.0
301345	4.0
301344	4.0
301340	4.0
2951215	5.0
2951214	6.0
1024215	2.0
4315525	5.0
343362	4.0
343361	4.0
3952878	1.0
4315529	2.0
4315528	2.0
274198	1.0
250075	5.0
4351510	4.0
4351511	4.0
274191	3.0
274192	2.0
4414985	10.0
4480319	2.0
345784	2.0
4313527	1.0
1106667	2.0
1013357	4.0
1106664	10.0
4482087	4.0
345788	4.0
885319	5.0
4313529	1.0
1096502	7.0
265055	2.0
265052	3.0
265051	3.0
4294649	10.0
4465204	5.0
4465205	4.0
940348	2.0
695613	9.0
695612	2.0
695617	1.0
1539143	2.0
194574	1.0
194576	1.0
4311519	6.0
194572	6.0
2271806	2.0
99016	10.0
194578	1.0
891599	5.0
168925	3.0
